Second,Rate
04/09/2016 19:20,56
04/09/2016 19:25,24
04/09/2016 19:30,90
04/09/2016 19:35,24
04/09/2016 19:40,15
04/09/2016 19:45,97
04/09/2016 19:50,99
04/09/2016 19:55,50
04/09/2016 20:00,77
04/09/2016 20:05,79
04/09/2016 20:10,12
04/09/2016 20:15,42
04/09/2016 20:20,2
04/09/2016 20:25,79
04/09/2016 20:30,42
04/09/2016 20:35,84
04/09/2016 20:40,4
04/09/2016 20:45,89
04/09/2016 20:50,10
04/09/2016 20:55,25
04/09/2016 21:00,1
04/09/2016 21:05,93
04/09/2016 21:10,75
04/09/2016 21:15,71
04/09/2016 21:20,1
04/09/2016 21:25,1
04/09/2016 21:30,30
04/09/2016 21:35,36
04/09/2016 21:40,72
04/09/2016 21:45,71
04/09/2016 21:50,27
04/09/2016 21:55,94
04/09/2016 22:00,22
04/09/2016 22:05,25
04/09/2016 22:10,31
04/09/2016 22:15,50
04/09/2016 22:20,54
04/09/2016 22:25,63
04/09/2016 22:30,81
04/09/2016 22:35,63
04/09/2016 22:40,94
04/09/2016 22:45,6
04/09/2016 22:50,8
04/09/2016 22:55,31
04/09/2016 23:00,42
04/09/2016 23:05,18
04/09/2016 23:10,60
04/09/2016 23:15,68
04/09/2016 23:20,78
04/09/2016 23:25,99
04/09/2016 23:30,31
04/09/2016 23:35,45
04/09/2016 23:40,46
04/09/2016 23:45,73
04/09/2016 23:50,29
04/09/2016 23:55,20
04/10/2016 00:00,3
04/10/2016 00:05,14
04/10/2016 00:10,61
04/10/2016 00:15,17
04/10/2016 00:20,0
04/10/2016 00:25,49
04/10/2016 00:30,28
04/10/2016 00:35,73
04/10/2016 00:40,61
04/10/2016 00:45,46
04/10/2016 00:50,68
04/10/2016 00:55,34
04/10/2016 01:00,60
04/10/2016 01:05,73
04/10/2016 01:10,33
04/10/2016 01:15,0
04/10/2016 01:20,10
04/10/2016 01:25,84
04/10/2016 01:30,91
04/10/2016 01:35,68
04/10/2016 01:40,57
04/10/2016 01:45,41
04/10/2016 01:50,52
04/10/2016 01:55,42
04/10/2016 02:00,29
04/10/2016 02:05,15
04/10/2016 02:10,49
04/10/2016 02:15,79
04/10/2016 02:20,26
04/10/2016 02:25,20
04/10/2016 02:30,61
04/10/2016 02:35,75
04/10/2016 02:40,0
04/10/2016 02:45,3
04/10/2016 02:50,99
04/10/2016 02:55,83
04/10/2016 03:00,57
04/10/2016 03:05,31
04/10/2016 03:10,32
04/10/2016 03:15,84
04/10/2016 03:20,30
04/10/2016 03:25,62
04/10/2016 03:30,33
04/10/2016 03:35,13
04/10/2016 03:40,50
04/10/2016 03:45,58
04/10/2016 03:50,0
04/10/2016 03:55,23
04/10/2016 04:00,39
04/10/2016 04:05,83
04/10/2016 04:10,20
04/10/2016 04:15,63
04/10/2016 04:20,44
04/10/2016 04:25,4
04/10/2016 04:30,94
04/10/2016 04:35,39
04/10/2016 04:40,43
04/10/2016 04:45,75
04/10/2016 04:50,92
04/10/2016 04:55,98
04/10/2016 05:00,85
04/10/2016 05:05,0
04/10/2016 05:10,98
04/10/2016 05:15,28
04/10/2016 05:20,11
04/10/2016 05:25,96
04/10/2016 05:30,47
04/10/2016 05:35,44
04/10/2016 05:40,16
04/10/2016 05:45,29
04/10/2016 05:50,44
04/10/2016 05:55,42
04/10/2016 06:00,5
04/10/2016 06:05,99
04/10/2016 06:10,25
04/10/2016 06:15,28
04/10/2016 06:20,0
04/10/2016 06:25,0
04/10/2016 06:30,2
04/10/2016 06:35,9
04/10/2016 06:40,56
04/10/2016 06:45,28
04/10/2016 06:50,15
04/10/2016 06:55,36
04/10/2016 07:00,59
04/10/2016 07:05,84
04/10/2016 07:10,10
04/10/2016 07:15,5
04/10/2016 07:20,84
04/10/2016 07:25,62
04/10/2016 07:30,44
04/10/2016 07:35,6
04/10/2016 07:40,60
04/10/2016 07:45,61
04/10/2016 07:50,53
04/10/2016 07:55,3
04/10/2016 08:00,80
04/10/2016 08:05,86
04/10/2016 08:10,13
04/10/2016 08:15,58
04/10/2016 08:20,19
04/10/2016 08:25,0
04/10/2016 08:30,48
04/10/2016 08:35,4
04/10/2016 08:40,57
04/10/2016 08:45,5
04/10/2016 08:50,25
04/10/2016 08:55,43
04/10/2016 09:00,81
04/10/2016 09:05,77
04/10/2016 09:10,40
04/10/2016 09:15,69
04/10/2016 09:20,58
04/10/2016 09:25,13
04/10/2016 09:30,35
04/10/2016 09:35,89
04/10/2016 09:40,79
04/10/2016 09:45,37
04/10/2016 09:50,37
04/10/2016 09:55,67
04/10/2016 10:00,46
04/10/2016 10:05,12
04/10/2016 10:10,60
04/10/2016 10:15,70
04/10/2016 10:20,86
04/10/2016 10:25,34
04/10/2016 10:30,20
04/10/2016 10:35,1
04/10/2016 10:40,75
04/10/2016 10:45,67
04/10/2016 10:50,7
04/10/2016 10:55,71
04/10/2016 11:00,35
04/10/2016 11:05,13
04/10/2016 11:10,50
04/10/2016 11:15,50
04/10/2016 11:20,44
04/10/2016 11:25,65
04/10/2016 11:30,48
04/10/2016 11:35,91
04/10/2016 11:40,59
04/10/2016 11:45,65
04/10/2016 11:50,16
04/10/2016 11:55,16
04/10/2016 12:00,48
04/10/2016 12:05,53
04/10/2016 12:10,7
04/10/2016 12:15,28
04/10/2016 12:20,13
04/10/2016 12:25,52
04/10/2016 12:30,92
04/10/2016 12:35,22
04/10/2016 12:40,8
04/10/2016 12:45,74
04/10/2016 12:50,71
04/10/2016 12:55,39
04/10/2016 13:00,89
04/10/2016 13:05,10
04/10/2016 13:10,10
04/10/2016 13:15,88
04/10/2016 13:20,75
04/10/2016 13:25,77
04/10/2016 13:30,19
04/10/2016 13:35,19
04/10/2016 13:40,98
04/10/2016 13:45,70
04/10/2016 13:50,94
04/10/2016 13:55,68
04/10/2016 14:00,42
04/10/2016 14:05,42
04/10/2016 14:10,93
04/10/2016 14:15,27
04/10/2016 14:20,19
04/10/2016 14:25,92
04/10/2016 14:30,67
04/10/2016 14:35,69
04/10/2016 14:40,91
04/10/2016 14:45,77
04/10/2016 14:50,34
04/10/2016 14:55,98
04/10/2016 15:00,75
04/10/2016 15:05,0
04/10/2016 15:10,19
04/10/2016 15:15,40
04/10/2016 15:20,10
04/10/2016 15:25,47
04/10/2016 15:30,75
04/10/2016 15:35,62
04/10/2016 15:40,62
04/10/2016 15:45,86
04/10/2016 15:50,4
04/10/2016 15:55,88
04/10/2016 16:00,87
04/10/2016 16:05,34
04/10/2016 16:10,5
04/10/2016 16:15,1
04/10/2016 16:20,71
04/10/2016 16:25,38
04/10/2016 16:30,40
04/10/2016 16:35,67
04/10/2016 16:40,16
04/10/2016 16:45,44
04/10/2016 16:50,70
04/10/2016 16:55,71
04/10/2016 17:00,84
04/10/2016 17:05,39
04/10/2016 17:10,44
04/10/2016 17:15,87
04/10/2016 17:20,41
04/10/2016 17:25,88
04/10/2016 17:30,43
04/10/2016 17:35,85
04/10/2016 17:40,49
04/10/2016 17:45,47
04/10/2016 17:50,41
04/10/2016 17:55,30
04/10/2016 18:00,92
04/10/2016 18:05,50
04/10/2016 18:10,5
04/10/2016 18:15,61
04/10/2016 18:20,73
04/10/2016 18:25,74
04/10/2016 18:30,50
04/10/2016 18:35,16
04/10/2016 18:40,56
04/10/2016 18:45,36
04/10/2016 18:50,25
04/10/2016 18:55,53
04/10/2016 19:00,94
04/10/2016 19:05,78
04/10/2016 19:10,97
04/10/2016 19:15,4
04/10/2016 19:20,46
04/10/2016 19:25,24
04/10/2016 19:30,93
04/10/2016 19:35,36
04/10/2016 19:40,64
04/10/2016 19:45,1
04/10/2016 19:50,87
04/10/2016 19:55,8
04/10/2016 20:00,68
04/10/2016 20:05,71
04/10/2016 20:10,0
04/10/2016 20:15,34
04/10/2016 20:20,51
04/10/2016 20:25,5
04/10/2016 20:30,34
04/10/2016 20:35,40
04/10/2016 20:40,91
04/10/2016 20:45,21
04/10/2016 20:50,74
04/10/2016 20:55,3
04/10/2016 21:00,53
04/10/2016 21:05,48
04/10/2016 21:10,69
04/10/2016 21:15,22
04/10/2016 21:20,90
04/10/2016 21:25,32
04/10/2016 21:30,7
04/10/2016 21:35,7
04/10/2016 21:40,14
04/10/2016 21:45,35
04/10/2016 21:50,28
04/10/2016 21:55,87
04/10/2016 22:00,33
04/10/2016 22:05,41
04/10/2016 22:10,75
04/10/2016 22:15,78
04/10/2016 22:20,17
04/10/2016 22:25,36
04/10/2016 22:30,91
04/10/2016 22:35,36
04/10/2016 22:40,72
04/10/2016 22:45,1
04/10/2016 22:50,2
04/10/2016 22:55,59
04/10/2016 23:00,82
04/10/2016 23:05,51
04/10/2016 23:10,33
04/10/2016 23:15,70
04/10/2016 23:20,36
04/10/2016 23:25,18
04/10/2016 23:30,88
04/10/2016 23:35,30
04/10/2016 23:40,74
04/10/2016 23:45,75
04/10/2016 23:50,61
04/10/2016 23:55,76
04/11/2016 00:00,84
04/11/2016 00:05,65
04/11/2016 00:10,7
04/11/2016 00:15,6
04/11/2016 00:20,61
04/11/2016 00:25,33
04/11/2016 00:30,63
04/11/2016 00:35,55
04/11/2016 00:40,89
04/11/2016 00:45,92
04/11/2016 00:50,30
04/11/2016 00:55,72
04/11/2016 01:00,71
04/11/2016 01:05,84
04/11/2016 01:10,17
04/11/2016 01:15,88
04/11/2016 01:20,76
04/11/2016 01:25,78
04/11/2016 01:30,63
04/11/2016 01:35,67
04/11/2016 01:40,21
04/11/2016 01:45,33
04/11/2016 01:50,80
04/11/2016 01:55,54
04/11/2016 02:00,29
04/11/2016 02:05,98
04/11/2016 02:10,90
04/11/2016 02:15,63
04/11/2016 02:20,11
04/11/2016 02:25,86
04/11/2016 02:30,26
04/11/2016 02:35,35
04/11/2016 02:40,72
04/11/2016 02:45,19
04/11/2016 02:50,78
04/11/2016 02:55,45
04/11/2016 03:00,26
04/11/2016 03:05,12
04/11/2016 03:10,24
04/11/2016 03:15,88
04/11/2016 03:20,68
04/11/2016 03:25,22
04/11/2016 03:30,38
04/11/2016 03:35,89
04/11/2016 03:40,4
04/11/2016 03:45,68
04/11/2016 03:50,45
04/11/2016 03:55,34
04/11/2016 04:00,79
04/11/2016 04:05,0
04/11/2016 04:10,56
04/11/2016 04:15,94
04/11/2016 04:20,58
04/11/2016 04:25,31
04/11/2016 04:30,19
04/11/2016 04:35,36
04/11/2016 04:40,16
04/11/2016 04:45,94
04/11/2016 04:50,29
04/11/2016 04:55,32
04/11/2016 05:00,9
04/11/2016 05:05,95
04/11/2016 05:10,87
04/11/2016 05:15,85
04/11/2016 05:20,80
04/11/2016 05:25,88
04/11/2016 05:30,55
04/11/2016 05:35,94
04/11/2016 05:40,71
04/11/2016 05:45,99
04/11/2016 05:50,39
04/11/2016 05:55,59
04/11/2016 06:00,0
04/11/2016 06:05,46
04/11/2016 06:10,4
04/11/2016 06:15,25
04/11/2016 06:20,52
04/11/2016 06:25,7
04/11/2016 06:30,55
04/11/2016 06:35,31
04/11/2016 06:40,86
04/11/2016 06:45,96
04/11/2016 06:50,38
04/11/2016 06:55,24
04/11/2016 07:00,17
04/11/2016 07:05,26
04/11/2016 07:10,17
04/11/2016 07:15,6
04/11/2016 07:20,45
04/11/2016 07:25,28
04/11/2016 07:30,8
04/11/2016 07:35,3
04/11/2016 07:40,30
04/11/2016 07:45,51
04/11/2016 07:50,24
04/11/2016 07:55,16
04/11/2016 08:00,29
04/11/2016 08:05,55
04/11/2016 08:10,94
04/11/2016 08:15,81
04/11/2016 08:20,3
04/11/2016 08:25,51
04/11/2016 08:30,31
04/11/2016 08:35,74
04/11/2016 08:40,72
04/11/2016 08:45,33
04/11/2016 08:50,56
04/11/2016 08:55,64
04/11/2016 09:00,8
04/11/2016 09:05,98
04/11/2016 09:10,1
04/11/2016 09:15,10
04/11/2016 09:20,30
04/11/2016 09:25,63
04/11/2016 09:30,57
04/11/2016 09:35,11
04/11/2016 09:40,32
04/11/2016 09:45,49
04/11/2016 09:50,99
04/11/2016 09:55,17
04/11/2016 10:00,72
04/11/2016 10:05,58
04/11/2016 10:10,12
04/11/2016 10:15,7
04/11/2016 10:20,41
04/11/2016 10:25,52
04/11/2016 10:30,93
04/11/2016 10:35,83
04/11/2016 10:40,18
04/11/2016 10:45,39
04/11/2016 10:50,73
04/11/2016 10:55,91
04/11/2016 11:00,43
04/11/2016 11:05,82
04/11/2016 11:10,30
04/11/2016 11:15,96
04/11/2016 11:20,34
04/11/2016 11:25,30
04/11/2016 11:30,97
04/11/2016 11:35,97
04/11/2016 11:40,71
04/11/2016 11:45,91
04/11/2016 11:50,52
04/11/2016 11:55,11
04/11/2016 12:00,21
04/11/2016 12:05,23
04/11/2016 12:10,16
04/11/2016 12:15,98
04/11/2016 12:20,22
04/11/2016 12:25,80
04/11/2016 12:30,37
04/11/2016 12:35,29
04/11/2016 12:40,25
04/11/2016 12:45,88
04/11/2016 12:50,1
04/11/2016 12:55,68
04/11/2016 13:00,36
04/11/2016 13:05,97
04/11/2016 13:10,91
04/11/2016 13:15,2
04/11/2016 13:20,16
04/11/2016 13:25,4
04/11/2016 13:30,86
04/11/2016 13:35,65
04/11/2016 13:40,82
04/11/2016 13:45,62
04/11/2016 13:50,40
04/11/2016 13:55,1
04/11/2016 14:00,68
04/11/2016 14:05,50
04/11/2016 14:10,36
04/11/2016 14:15,65
04/11/2016 14:20,3
04/11/2016 14:25,79
04/11/2016 14:30,47
04/11/2016 14:35,69
04/11/2016 14:40,80
04/11/2016 14:45,58
04/11/2016 14:50,8
04/11/2016 14:55,46
04/11/2016 15:00,45
04/11/2016 15:05,21
04/11/2016 15:10,89
04/11/2016 15:15,36
04/11/2016 15:20,18
04/11/2016 15:25,76
04/11/2016 15:30,63
04/11/2016 15:35,67
04/11/2016 15:40,75
04/11/2016 15:45,99
04/11/2016 15:50,15
04/11/2016 15:55,53
04/11/2016 16:00,4
04/11/2016 16:05,94
04/11/2016 16:10,32
04/11/2016 16:15,49
04/11/2016 16:20,71
04/11/2016 16:25,45
04/11/2016 16:30,68
04/11/2016 16:35,63
04/11/2016 16:40,68
04/11/2016 16:45,35
04/11/2016 16:50,10
04/11/2016 16:55,95
04/11/2016 17:00,81
04/11/2016 17:05,11
04/11/2016 17:10,30
04/11/2016 17:15,95
04/11/2016 17:20,82
04/11/2016 17:25,54
04/11/2016 17:30,50
04/11/2016 17:35,20
04/11/2016 17:40,53
04/11/2016 17:45,30
04/11/2016 17:50,18
04/11/2016 17:55,64
04/11/2016 18:00,8
04/11/2016 18:05,74
04/11/2016 18:10,24
04/11/2016 18:15,51
04/11/2016 18:20,10
04/11/2016 18:25,36
04/11/2016 18:30,39
04/11/2016 18:35,99
04/11/2016 18:40,49
04/11/2016 18:45,89
04/11/2016 18:50,21
04/11/2016 18:55,65
04/11/2016 19:00,49
04/11/2016 19:05,36
04/11/2016 19:10,89
04/11/2016 19:15,68
04/11/2016 19:20,29
04/11/2016 19:25,87
04/11/2016 19:30,96
04/11/2016 19:35,11
04/11/2016 19:40,57
04/11/2016 19:45,92
04/11/2016 19:50,42
04/11/2016 19:55,31
04/11/2016 20:00,5
04/11/2016 20:05,30
04/11/2016 20:10,16
04/11/2016 20:15,49
04/11/2016 20:20,85
04/11/2016 20:25,50
04/11/2016 20:30,64
04/11/2016 20:35,18
04/11/2016 20:40,77
04/11/2016 20:45,40
04/11/2016 20:50,35
04/11/2016 20:55,87
04/11/2016 21:00,40
04/11/2016 21:05,12
04/11/2016 21:10,4
04/11/2016 21:15,57
04/11/2016 21:20,77
04/11/2016 21:25,91
04/11/2016 21:30,72
04/11/2016 21:35,44
04/11/2016 21:40,39
04/11/2016 21:45,19
04/11/2016 21:50,33
04/11/2016 21:55,59
04/11/2016 22:00,70
04/11/2016 22:05,19
04/11/2016 22:10,77
04/11/2016 22:15,4
04/11/2016 22:20,33
04/11/2016 22:25,64
04/11/2016 22:30,96
04/11/2016 22:35,18
04/11/2016 22:40,14
04/11/2016 22:45,49
04/11/2016 22:50,14
04/11/2016 22:55,63
04/11/2016 23:00,99
04/11/2016 23:05,78
04/11/2016 23:10,22
04/11/2016 23:15,50
04/11/2016 23:20,72
04/11/2016 23:25,3
04/11/2016 23:30,38
04/11/2016 23:35,17
04/11/2016 23:40,74
04/11/2016 23:45,50
04/11/2016 23:50,73
04/11/2016 23:55,3
04/12/2016 00:00,59
04/12/2016 00:05,17
04/12/2016 00:10,80
04/12/2016 00:15,90
04/12/2016 00:20,12
04/12/2016 00:25,13
04/12/2016 00:30,54
04/12/2016 00:35,76
04/12/2016 00:40,30
04/12/2016 00:45,83
04/12/2016 00:50,45
04/12/2016 00:55,63
04/12/2016 01:00,46
04/12/2016 01:05,87
04/12/2016 01:10,50
04/12/2016 01:15,14
04/12/2016 01:20,80
04/12/2016 01:25,83
04/12/2016 01:30,46
04/12/2016 01:35,42
04/12/2016 01:40,46
04/12/2016 01:45,45
04/12/2016 01:50,53
04/12/2016 01:55,38
04/12/2016 02:00,30
04/12/2016 02:05,94
04/12/2016 02:10,91
04/12/2016 02:15,39
04/12/2016 02:20,78
04/12/2016 02:25,8
04/12/2016 02:30,76
04/12/2016 02:35,68
04/12/2016 02:40,10
04/12/2016 02:45,27
04/12/2016 02:50,88
04/12/2016 02:55,81
04/12/2016 03:00,18
04/12/2016 03:05,18
04/12/2016 03:10,90
04/12/2016 03:15,40
04/12/2016 03:20,70
04/12/2016 03:25,21
04/12/2016 03:30,94
04/12/2016 03:35,99
04/12/2016 03:40,68
04/12/2016 03:45,54
04/12/2016 03:50,14
04/12/2016 03:55,65
04/12/2016 04:00,22
04/12/2016 04:05,52
04/12/2016 04:10,19
04/12/2016 04:15,55
04/12/2016 04:20,62
04/12/2016 04:25,43
04/12/2016 04:30,79
04/12/2016 04:35,78
04/12/2016 04:40,21
04/12/2016 04:45,62
04/12/2016 04:50,82
04/12/2016 04:55,90
04/12/2016 05:00,12
04/12/2016 05:05,97
04/12/2016 05:10,30
04/12/2016 05:15,67
04/12/2016 05:20,65
04/12/2016 05:25,79
04/12/2016 05:30,61
04/12/2016 05:35,50
04/12/2016 05:40,42
04/12/2016 05:45,23
04/12/2016 05:50,45
04/12/2016 05:55,81
04/12/2016 06:00,2
04/12/2016 06:05,64
04/12/2016 06:10,50
04/12/2016 06:15,29
04/12/2016 06:20,43
04/12/2016 06:25,74
04/12/2016 06:30,45
04/12/2016 06:35,10
04/12/2016 06:40,46
04/12/2016 06:45,7
04/12/2016 06:50,98
04/12/2016 06:55,58
04/12/2016 07:00,22
04/12/2016 07:05,53
04/12/2016 07:10,27
04/12/2016 07:15,46
04/12/2016 07:20,84
04/12/2016 07:25,68
04/12/2016 07:30,67
04/12/2016 07:35,27
04/12/2016 07:40,50
04/12/2016 07:45,71
04/12/2016 07:50,11
04/12/2016 07:55,40
04/12/2016 08:00,87
04/12/2016 08:05,14
04/12/2016 08:10,24
04/12/2016 08:15,92
04/12/2016 08:20,30
04/12/2016 08:25,54
04/12/2016 08:30,30
04/12/2016 08:35,9
04/12/2016 08:40,49
04/12/2016 08:45,83
04/12/2016 08:50,80
04/12/2016 08:55,77
04/12/2016 09:00,14
04/12/2016 09:05,12
04/12/2016 09:10,28
04/12/2016 09:15,32
04/12/2016 09:20,24
04/12/2016 09:25,14
04/12/2016 09:30,28
04/12/2016 09:35,63
04/12/2016 09:40,15
04/12/2016 09:45,67
04/12/2016 09:50,76
04/12/2016 09:55,55
04/12/2016 10:00,54
04/12/2016 10:05,22
04/12/2016 10:10,62
04/12/2016 10:15,24
04/12/2016 10:20,9
04/12/2016 10:25,21
04/12/2016 10:30,62
04/12/2016 10:35,96
04/12/2016 10:40,2
04/12/2016 10:45,55
04/12/2016 10:50,41
04/12/2016 10:55,33
04/12/2016 11:00,88
04/12/2016 11:05,4
04/12/2016 11:10,62
04/12/2016 11:15,49
04/12/2016 11:20,28
04/12/2016 11:25,11
04/12/2016 11:30,29
04/12/2016 11:35,49
04/12/2016 11:40,72
04/12/2016 11:45,92
04/12/2016 11:50,87
04/12/2016 11:55,68
04/12/2016 12:00,6
04/12/2016 12:05,0
04/12/2016 12:10,57
04/12/2016 12:15,50
04/12/2016 12:20,43
04/12/2016 12:25,49
04/12/2016 12:30,6
04/12/2016 12:35,72
04/12/2016 12:40,59
04/12/2016 12:45,91
04/12/2016 12:50,83
04/12/2016 12:55,70
04/12/2016 13:00,4
04/12/2016 13:05,93
04/12/2016 13:10,17
04/12/2016 13:15,16
04/12/2016 13:20,23
04/12/2016 13:25,38
04/12/2016 13:30,33
04/12/2016 13:35,62
04/12/2016 13:40,60
04/12/2016 13:45,27
04/12/2016 13:50,7
04/12/2016 13:55,96
04/12/2016 14:00,45
04/12/2016 14:05,41
04/12/2016 14:10,62
04/12/2016 14:15,94
04/12/2016 14:20,93
04/12/2016 14:25,39
04/12/2016 14:30,32
04/12/2016 14:35,60
04/12/2016 14:40,39
04/12/2016 14:45,85
04/12/2016 14:50,28
04/12/2016 14:55,46
04/12/2016 15:00,11
04/12/2016 15:05,29
04/12/2016 15:10,68
04/12/2016 15:15,57
04/12/2016 15:20,25
04/12/2016 15:25,26
04/12/2016 15:30,68
04/12/2016 15:35,80
04/12/2016 15:40,23
04/12/2016 15:45,38
04/12/2016 15:50,54
04/12/2016 15:55,91
04/12/2016 16:00,65
04/12/2016 16:05,99
04/12/2016 16:10,48
04/12/2016 16:15,61
04/12/2016 16:20,88
04/12/2016 16:25,19
04/12/2016 16:30,69
04/12/2016 16:35,75
04/12/2016 16:40,61
04/12/2016 16:45,20
04/12/2016 16:50,55
04/12/2016 16:55,56
04/12/2016 17:00,55
04/12/2016 17:05,7
04/12/2016 17:10,52
04/12/2016 17:15,36
04/12/2016 17:20,62
04/12/2016 17:25,80
04/12/2016 17:30,99
04/12/2016 17:35,39
04/12/2016 17:40,28
04/12/2016 17:45,67
04/12/2016 17:50,0
04/12/2016 17:55,76
04/12/2016 18:00,14
04/12/2016 18:05,61
04/12/2016 18:10,4
04/12/2016 18:15,73
04/12/2016 18:20,23
04/12/2016 18:25,51
04/12/2016 18:30,2
04/12/2016 18:35,17
04/12/2016 18:40,83
04/12/2016 18:45,41
04/12/2016 18:50,66
04/12/2016 18:55,47
04/12/2016 19:00,84
04/12/2016 19:05,68
04/12/2016 19:10,20
04/12/2016 19:15,18
04/12/2016 19:20,23
04/12/2016 19:25,19
04/12/2016 19:30,56
04/12/2016 19:35,28
04/12/2016 19:40,29
04/12/2016 19:45,2
04/12/2016 19:50,9
04/12/2016 19:55,15
04/12/2016 20:00,56
04/12/2016 20:05,21
04/12/2016 20:10,40
04/12/2016 20:15,55
04/12/2016 20:20,60
04/12/2016 20:25,11
04/12/2016 20:30,83
04/12/2016 20:35,62
04/12/2016 20:40,85
04/12/2016 20:45,0
04/12/2016 20:50,46
04/12/2016 20:55,2
04/12/2016 21:00,39
04/12/2016 21:05,49
04/12/2016 21:10,75
04/12/2016 21:15,83
04/12/2016 21:20,10
04/12/2016 21:25,66
04/12/2016 21:30,23
04/12/2016 21:35,28
04/12/2016 21:40,93
04/12/2016 21:45,50
04/12/2016 21:50,18
04/12/2016 21:55,9
04/12/2016 22:00,42
04/12/2016 22:05,48
04/12/2016 22:10,35
04/12/2016 22:15,72
04/12/2016 22:20,75
04/12/2016 22:25,32
04/12/2016 22:30,3
04/12/2016 22:35,88
04/12/2016 22:40,36
04/12/2016 22:45,88
04/12/2016 22:50,69
04/12/2016 22:55,68
04/12/2016 23:00,45
04/12/2016 23:05,84
04/12/2016 23:10,20
04/12/2016 23:15,76
04/12/2016 23:20,98
04/12/2016 23:25,47
04/12/2016 23:30,75
04/12/2016 23:35,18
04/12/2016 23:40,65
04/12/2016 23:45,90
04/12/2016 23:50,85
04/12/2016 23:55,21
04/13/2016 00:00,54
04/13/2016 00:05,80
04/13/2016 00:10,86
04/13/2016 00:15,91
04/13/2016 00:20,68
04/13/2016 00:25,70
04/13/2016 00:30,97
04/13/2016 00:35,99
04/13/2016 00:40,25
04/13/2016 00:45,74
04/13/2016 00:50,41
04/13/2016 00:55,0
04/13/2016 01:00,34
04/13/2016 01:05,84
04/13/2016 01:10,37
04/13/2016 01:15,73
04/13/2016 01:20,47
04/13/2016 01:25,51
04/13/2016 01:30,76
04/13/2016 01:35,82
04/13/2016 01:40,70
04/13/2016 01:45,31
04/13/2016 01:50,14
04/13/2016 01:55,57
04/13/2016 02:00,53
04/13/2016 02:05,57
04/13/2016 02:10,23
04/13/2016 02:15,29
04/13/2016 02:20,75
04/13/2016 02:25,8
04/13/2016 02:30,37
04/13/2016 02:35,70
04/13/2016 02:40,31
04/13/2016 02:45,84
04/13/2016 02:50,62
04/13/2016 02:55,43
04/13/2016 03:00,16
04/13/2016 03:05,1
04/13/2016 03:10,51
04/13/2016 03:15,43
04/13/2016 03:20,65
04/13/2016 03:25,66
04/13/2016 03:30,49
04/13/2016 03:35,15
04/13/2016 03:40,6
04/13/2016 03:45,63
04/13/2016 03:50,59
04/13/2016 03:55,48
04/13/2016 04:00,73
04/13/2016 04:05,56
04/13/2016 04:10,71
04/13/2016 04:15,65
04/13/2016 04:20,95
04/13/2016 04:25,33
04/13/2016 04:30,5
04/13/2016 04:35,77
04/13/2016 04:40,65
04/13/2016 04:45,36
04/13/2016 04:50,92
04/13/2016 04:55,66
04/13/2016 05:00,46
04/13/2016 05:05,12
04/13/2016 05:10,7
04/13/2016 05:15,66
04/13/2016 05:20,93
04/13/2016 05:25,79
04/13/2016 05:30,62
04/13/2016 05:35,31
04/13/2016 05:40,27
04/13/2016 05:45,96
04/13/2016 05:50,83
04/13/2016 05:55,42
04/13/2016 06:00,84
04/13/2016 06:05,68
04/13/2016 06:10,60
04/13/2016 06:15,60
04/13/2016 06:20,96
04/13/2016 06:25,53
04/13/2016 06:30,24
04/13/2016 06:35,24
04/13/2016 06:40,2
04/13/2016 06:45,19
04/13/2016 06:50,32
04/13/2016 06:55,95
04/13/2016 07:00,37
04/13/2016 07:05,92
04/13/2016 07:10,89
04/13/2016 07:15,97
04/13/2016 07:20,80
04/13/2016 07:25,31
04/13/2016 07:30,85
04/13/2016 07:35,13
04/13/2016 07:40,79
04/13/2016 07:45,81
04/13/2016 07:50,13
04/13/2016 07:55,2
04/13/2016 08:00,51
04/13/2016 08:05,58
04/13/2016 08:10,32
04/13/2016 08:15,67
04/13/2016 08:20,99
04/13/2016 08:25,63
04/13/2016 08:30,21
04/13/2016 08:35,77
04/13/2016 08:40,27
04/13/2016 08:45,55
04/13/2016 08:50,50
04/13/2016 08:55,97
04/13/2016 09:00,70
04/13/2016 09:05,94
04/13/2016 09:10,34
04/13/2016 09:15,33
04/13/2016 09:20,87
04/13/2016 09:25,61
04/13/2016 09:30,38
04/13/2016 09:35,26
04/13/2016 09:40,78
04/13/2016 09:45,77
04/13/2016 09:50,45
04/13/2016 09:55,13
04/13/2016 10:00,68
04/13/2016 10:05,2
04/13/2016 10:10,63
04/13/2016 10:15,13
04/13/2016 10:20,81
04/13/2016 10:25,82
04/13/2016 10:30,21
04/13/2016 10:35,60
04/13/2016 10:40,74
04/13/2016 10:45,85
04/13/2016 10:50,66
04/13/2016 10:55,66
04/13/2016 11:00,7
04/13/2016 11:05,30
04/13/2016 11:10,13
04/13/2016 11:15,18
04/13/2016 11:20,85
04/13/2016 11:25,92
04/13/2016 11:30,10
04/13/2016 11:35,99
04/13/2016 11:40,30
04/13/2016 11:45,11
04/13/2016 11:50,11
04/13/2016 11:55,58
04/13/2016 12:00,1
04/13/2016 12:05,26
04/13/2016 12:10,44
04/13/2016 12:15,56
04/13/2016 12:20,70
04/13/2016 12:25,36
04/13/2016 12:30,47
04/13/2016 12:35,92
04/13/2016 12:40,28
04/13/2016 12:45,26
04/13/2016 12:50,79
04/13/2016 12:55,54
